mid,play_passion_7days,pay_passion_7days,label_score_7days,play_passion_30days,pay_passion_30days,label_score_30days
18252360,13,0,8,5,0,9
18253120,48,0,8,65,0,6
18253870,89,0,6,59,0,8
18257516,22,0,8,6,0,9
18259082,4,0,9,3,0,9
18259164,10,0,8,8,0,9
18261274,21,0,8,12,0,8
18264408,37,0,8,33,0,8
18271706,4,0,9,18,0,8
18272726,54,0,8,67,0,6
18275888,4,0,9,4,0,9
18277392,7,0,9,5,0,9
18278650,14,5,8,22,12,5
18280128,40,5,8,11,3,8
18280534,9,0,9,3,0,9
18284356,10,0,8,7,0,9
18285994,35,0,8,9,0,9
18289412,58,0,8,29,0,8
18291130,81,0,6,82,0,6
18291468,10,0,8,3,0,9
18291840,4,0,9,2,0,9
18296626,87,0,6,92,0,6
18300352,5,0,9,2,0,9
18300406,58,0,8,61,0,6
18300776,4,0,9,6,7,9
18303794,4,0,9,17,0,8
18305374,32,0,8,48,0,8
18306060,4,0,9,3,0,9
18307712,40,0,8,46,0,8
18309110,NULL,NULL,NULL,2,0,9
18310922,5,0,9,12,0,8
18311482,10,0,8,12,0,8
18314240,34,0,8,46,29,5
18315558,29,0,8,17,0,8
18321928,27,0,8,26,0,8
18325126,4,0,9,15,0,8
18328568,62,0,6,95,25,3
18329996,11,0,8,33,0,8
18331250,8,0,9,34,0,8
18336200,14,0,8,13,0,8
18343258,9,0,9,5,0,9
18344322,9,0,9,9,0,9
18346186,78,0,6,60,0,6
18348390,83,0,6,78,0,6
18354162,61,0,6,78,0,6
18354654,4,0,9,2,0,9
18356578,34,0,8,18,0,8
18360976,5,0,9,8,0,9
18361048,41,0,8,67,0,6
18361598,39,0,8,57,0,8
18366776,38,0,8,47,0,8
18377350,15,0,8,9,0,9
18383162,NULL,NULL,NULL,4,0,9
18388048,15,0,8,9,0,9
18392116,29,0,8,26,0,8
18392172,10,0,8,10,0,8
18392456,4,0,9,29,0,8
18394036,5,0,9,6,0,9
18395940,22,0,8,46,0,8
18403496,4,0,9,9,0,9
18405382,9,0,9,14,10,5
18410054,16,0,8,31,0,8
18415482,12,0,8,50,0,8
18417956,4,0,9,2,0,9
18421142,NULL,NULL,NULL,2,0,9
18422468,4,0,9,3,0,9
18422474,9,0,9,24,0,8
18424162,25,0,8,29,0,8
18431084,94,0,6,97,0,6
18433450,55,0,8,90,0,6
18436426,NULL,NULL,NULL,2,0,9
18440876,11,0,8,6,0,9
18441670,9,0,9,10,0,8
18445630,14,0,8,32,19,5
18447768,17,0,8,16,0,8
18455016,28,0,8,14,0,8
18456612,42,0,8,32,0,8
18456936,4,0,9,4,0,9
18462296,53,0,8,78,0,6
18465076,20,0,8,26,3,8
18466692,5,0,9,2,0,9
18469706,4,0,9,4,0,9
18471444,4,0,9,2,0,9
18471564,21,0,8,40,0,8
18475342,9,0,9,7,0,9
18482534,NULL,NULL,NULL,11,0,8
18491168,4,0,9,4,0,9
18494034,NULL,NULL,NULL,3,0,9
18494276,4,0,9,2,0,9
18495746,21,0,8,36,0,8
18496282,9,0,9,5,0,9
18499442,17,0,8,5,0,9
18500086,38,0,8,59,0,8
18500182,4,0,9,8,0,9
18500434,8,0,9,3,0,9
18501634,67,0,6,62,0,6
18501842,12,0,8,8,0,9
18503918,5,0,9,6,0,9
18503992,NULL,NULL,NULL,3,0,9
18504640,64,0,6,56,0,8
18514056,27,0,8,30,0,8
18517966,9,0,9,5,0,9
18524398,65,0,6,51,0,8
18530054,7,0,9,23,0,8
18531338,9,0,9,12,0,8
18532274,4,0,9,2,0,9
18532926,NULL,NULL,NULL,19,0,8
18533718,NULL,NULL,NULL,2,0,9
18545458,59,0,8,51,0,8
18546514,69,0,6,40,0,8
18548328,99,85,1,95,89,1
18549952,37,0,8,18,0,8
18551320,30,0,8,56,0,8
18552420,12,0,8,14,0,8
18557808,58,0,8,78,10,3
18560376,10,0,8,9,0,9
18562016,15,0,8,25,0,8
18566740,NULL,NULL,NULL,10,0,8
18567386,22,0,8,28,0,8
18568770,35,0,8,14,0,8
18571790,44,0,8,55,0,8
18572974,45,0,8,28,0,8
18573554,5,0,9,11,0,8
18576178,21,0,8,38,0,8
18580492,5,0,9,5,0,9
18580716,10,0,8,9,0,9
18584236,13,0,8,27,0,8
18586398,39,0,8,56,45,5
18588266,91,0,6,72,0,6
18588502,72,46,3,69,68,1
18600332,32,0,8,11,0,8
18600832,6,0,9,28,0,8
18611596,33,0,8,41,64,2
18614050,9,0,9,39,18,5
18614616,14,0,8,16,0,8
18615092,25,58,5,29,53,5
18616216,42,0,8,62,0,6
18617650,10,0,8,5,0,9
18618202,10,0,8,7,0,9
18619856,56,0,8,60,0,6
18621606,33,0,8,43,0,8
18627582,8,0,9,4,0,9
18628894,37,0,8,49,0,8
18630058,50,0,8,60,0,6
18630100,4,0,9,7,0,9
18630102,27,0,8,35,0,8
18631766,NULL,NULL,NULL,2,0,9
18632398,17,0,8,33,25,5
18633998,43,0,8,17,0,8
18634080,87,0,6,24,0,8
18636452,10,0,8,3,0,9
18644802,5,0,9,2,0,9
18645198,4,0,9,2,0,9
18645290,4,0,9,5,0,9
18651310,55,0,8,61,0,6
18652268,12,0,8,8,0,9
18653858,5,0,9,14,0,8
18653958,19,0,8,36,0,8
18654152,61,0,6,71,0,6
18655682,4,0,9,2,0,9
18656934,30,0,8,28,0,8
18660934,12,0,8,4,0,9
18662826,4,0,9,2,0,9
18669344,14,9,8,22,5,8
18669806,17,0,8,9,0,9
18670672,8,0,9,4,0,9
18679184,71,0,6,66,0,6
18683298,5,0,9,2,0,9
18694220,9,0,9,8,0,9
18694766,43,0,8,45,3,8
18697084,5,24,7,2,14,7
18698928,37,0,8,48,0,8
18700656,9,0,9,21,0,8
18702138,50,0,8,37,0,8
18703354,4,0,9,22,0,8
18711360,22,0,8,9,0,9
18715126,9,0,9,19,0,8
18715338,38,0,8,46,0,8
18720924,14,0,8,25,0,8
18720930,10,0,8,5,0,9
18721360,34,0,8,37,0,8
18726942,9,0,9,5,0,9
18730596,14,0,8,26,0,8
18732812,5,0,9,2,0,9
18748216,5,0,9,10,7,8
18749446,9,0,9,4,0,9
18751596,34,0,8,9,0,9
18754888,9,0,9,10,0,8
18755368,14,0,8,4,0,9
18758306,5,13,7,12,13,5
18765238,100,0,6,87,0,6
18767564,5,0,9,2,0,9
18769510,9,0,9,5,0,9
18770954,30,0,8,42,0,8
18777620,92,0,6,98,0,6
18777802,9,0,9,22,0,8
18782628,81,0,6,78,0,6
18784940,23,0,8,24,0,8
18789590,35,0,8,37,0,8
18791320,4,0,9,3,0,9
18791786,88,0,6,86,0,6
18792640,5,0,9,2,0,9
18792856,4,0,9,4,3,9
18799528,44,0,8,23,0,8
18801054,21,0,8,24,0,8
18803000,13,0,8,7,0,9
18807022,34,0,8,39,0,8
18807372,20,0,8,49,0,8
18807494,85,0,6,78,0,6
18808398,39,0,8,57,0,8
18809644,5,0,9,2,0,9
18810748,98,0,6,92,0,6
18813010,4,0,9,2,0,9
18818216,5,0,9,2,0,9
18822872,40,0,8,32,0,8
18823234,18,0,8,13,0,8
18824622,4,0,9,3,0,9
18826972,4,0,9,4,0,9
18831092,18,0,8,20,0,8
18831172,27,0,8,58,0,8
18832326,54,0,8,39,18,5
18832836,NULL,NULL,NULL,6,0,9
18834782,93,0,6,79,0,6
18841022,9,0,9,8,0,9
18852772,5,0,9,9,0,9
18853176,43,0,8,58,32,5
18853582,55,12,5,14,7,8
18855200,13,0,8,22,0,8
18855234,14,0,8,4,0,9
18856832,38,0,8,46,0,8
18856954,30,0,8,40,0,8
18863280,67,0,6,54,0,8
18864556,15,0,8,33,0,8
18865092,37,0,8,23,0,8
18866796,78,0,6,85,0,6
18867472,68,13,3,59,10,5
18867782,26,0,8,26,0,8
18868432,4,0,9,4,0,9
18869460,4,0,9,29,0,8
18877840,51,0,8,56,0,8
18878784,7,0,9,4,0,9
18880434,57,0,8,54,0,8
18881054,4,0,9,2,0,9
18881858,NULL,NULL,NULL,2,0,9
18884530,9,0,9,3,0,9
18886932,30,0,8,35,0,8
18887658,60,0,6,70,0,6
18887754,40,0,8,13,0,8
18894372,13,0,8,10,5,8
18895666,50,0,8,14,0,8
18900598,4,0,9,3,0,9
18900658,9,0,9,3,0,9
18900664,16,0,8,8,0,9
18902388,4,0,9,9,0,9
18902598,4,0,9,4,0,9
18903214,4,0,9,21,0,8
18907048,27,0,8,44,0,8
18910842,8,0,9,18,0,8
18919972,41,0,8,45,0,8
18921350,14,0,8,22,0,8
18923130,5,0,9,9,0,9
18924256,19,0,8,42,0,8
18925170,7,0,9,4,0,9
18925876,39,0,8,51,0,8
18926712,10,5,8,6,3,9
18926856,16,0,8,26,0,8
18928862,5,0,9,6,0,9
18929934,NULL,NULL,NULL,2,0,9
18930884,66,0,6,83,0,6
18932216,45,0,8,39,0,8
18935968,4,0,9,19,3,8
18936004,36,0,8,15,0,8
18936724,67,0,6,78,0,6
18936834,19,0,8,34,0,8
18938226,16,0,8,22,0,8
18939022,81,38,3,40,39,5
18941690,5,0,9,13,0,8
18944198,4,0,9,12,0,8
18946374,68,0,6,36,0,8
18947190,45,0,8,67,0,6
18949346,29,0,8,18,0,8
18950102,78,13,3,90,16,3
18954090,58,0,8,55,0,8
18954216,36,0,8,35,0,8
18957476,9,0,9,23,0,8
18960610,98,0,6,97,0,6
18962512,55,0,8,54,0,8
18965214,83,0,6,71,0,6
18965480,36,0,8,38,0,8
18967840,38,0,8,49,0,8
18970968,16,0,8,25,0,8
18971238,32,0,8,39,0,8
18975622,22,0,8,44,14,5
18975730,14,5,8,6,3,9
18976128,50,0,8,68,28,3
18978886,4,0,9,2,0,9
18983176,4,0,9,13,0,8
18983998,44,0,8,46,0,8
18985238,47,0,8,63,27,3
18989058,22,0,8,33,0,8
18991698,31,5,8,27,7,8
18992846,5,0,9,4,0,9
18993064,40,0,8,19,0,8
18996382,4,5,9,3,3,9
18997654,30,0,8,34,0,8
18997722,96,0,6,82,0,6
19001858,21,0,8,38,0,8
19003976,NULL,NULL,NULL,2,0,9
19005046,93,0,6,96,0,6
19007000,4,0,9,8,0,9
19007494,4,0,9,2,0,9
19010388,20,0,8,16,0,8
19012188,54,0,8,26,0,8
19012846,25,0,8,8,0,9
19015202,57,0,8,54,0,8
19015250,32,0,8,9,0,9
19016488,18,0,8,12,0,8
19022956,4,0,9,3,0,9
19026252,69,0,6,63,0,6
19026466,17,0,8,27,0,8
19028338,11,0,8,27,0,8
19030052,7,0,9,7,0,9
19034656,4,0,9,3,0,9
19035332,9,0,9,22,0,8
19036128,9,0,9,36,0,8
19036244,88,0,6,81,0,6
19036800,8,0,9,5,0,9
19037372,21,0,8,40,0,8
19041150,38,0,8,29,0,8
19045664,7,0,9,11,0,8
19049734,40,50,5,67,78,1
19050434,22,0,8,15,0,8
19051908,16,0,8,31,0,8
19053280,4,0,9,13,0,8
19055988,8,0,9,43,0,8
19056732,59,0,8,74,0,6
19061124,NULL,NULL,NULL,2,0,9
19062012,7,0,9,37,0,8
19062892,9,0,9,8,0,9
19064394,NULL,NULL,NULL,22,0,8
19066412,21,0,8,50,0,8
19066772,4,0,9,5,0,9
19069742,14,0,8,10,0,8
19073668,94,0,6,57,0,8
19080746,75,0,6,83,0,6
19082450,52,0,8,58,3,8
19087308,63,0,6,61,0,6
19088524,85,9,6,86,5,6
19091278,13,0,8,26,0,8
19091342,5,0,9,14,0,8
19095420,11,0,8,14,0,8
19095702,72,0,6,81,7,6
19097192,55,0,8,22,0,8
19097840,88,0,6,79,0,6
19098380,59,0,8,59,0,8
19102958,17,0,8,14,0,8
19104286,4,0,9,11,5,8
19104326,NULL,NULL,NULL,2,0,9
19107460,5,0,9,17,0,8
19109134,29,0,8,35,0,8
19111424,5,0,9,37,0,8
19113664,NULL,NULL,NULL,2,0,9
19119154,5,0,9,10,0,8
19120824,5,0,9,13,0,8
19122178,15,0,8,37,0,8
19123278,43,0,8,43,0,8
19123586,47,0,8,59,0,8
19124782,78,43,3,62,51,3
19129572,66,0,6,66,0,6
19136190,5,0,9,7,0,9
19136470,78,23,3,33,19,5
19142008,6,0,9,6,0,9
19142022,26,0,8,30,0,8
19142528,26,0,8,38,0,8
19147284,5,0,9,5,3,9
19150210,41,0,8,52,0,8
19152362,23,0,8,28,0,8
19165742,20,0,8,19,0,8
19170416,5,0,9,11,0,8
19171578,59,0,8,60,0,6
19175438,12,0,8,21,0,8
19175652,31,0,8,52,0,8
19175888,4,0,9,4,0,9
19178328,6,5,9,2,3,9
19182556,12,0,8,35,0,8
19182876,10,0,8,3,0,9
19183030,72,0,6,23,0,8
19187440,20,0,8,10,0,8
19187898,9,0,9,3,0,9
19188900,5,0,9,8,0,9
19189108,69,0,6,51,0,8
19189732,90,0,6,90,0,6
19189944,NULL,NULL,NULL,13,0,8
19195992,52,0,8,69,0,6
19200552,4,0,9,4,0,9
19203222,22,0,8,10,0,8
19206070,4,0,9,3,0,9
19206712,8,0,9,7,0,9
19208092,62,0,6,31,0,8
19209784,81,0,6,85,0,6
19210146,48,0,8,53,0,8
19210342,5,0,9,3,0,9
19213554,20,0,8,12,0,8
19217788,19,0,8,15,0,8
19218378,5,0,9,2,0,9
19218594,10,0,8,25,0,8
19220678,10,0,8,3,0,9
19222390,5,0,9,2,0,9
19224600,22,0,8,50,0,8
19224610,4,0,9,4,0,9
19225102,5,0,9,16,0,8
19226332,24,0,8,33,0,8
19229060,4,0,9,2,0,9
19230574,25,0,8,18,0,8
19231522,47,0,8,18,0,8
19233248,26,0,8,15,0,8
19233706,4,0,9,11,0,8
19239124,5,0,9,4,0,9
19239898,74,0,6,75,0,6
19244200,5,0,9,55,0,8
19244976,14,0,8,18,0,8
19249032,14,0,8,25,0,8
19249392,5,0,9,3,0,9
19250920,26,0,8,16,0,8
19256032,21,0,8,21,0,8
19258180,9,0,9,15,0,8
19258466,5,0,9,3,0,9
19260316,17,0,8,44,0,8
19267544,5,18,7,5,10,7
19269590,39,0,8,48,0,8
19270402,90,5,6,95,30,3
19273176,66,0,6,57,0,8
19273278,44,0,8,49,0,8
19279444,NULL,NULL,NULL,2,0,9
19282106,85,0,6,28,0,8
19290272,66,0,6,65,0,6
19302620,59,9,8,35,21,5
19302956,41,41,5,57,68,2
19304142,4,0,9,7,0,9
19304258,45,0,8,26,0,8
19307356,5,0,9,5,0,9
19308798,11,0,8,9,0,9
19310744,87,67,1,59,61,2
19312626,4,0,9,8,0,9
19313554,9,0,9,6,0,9
19316200,79,0,6,75,83,1
19316466,40,0,8,51,0,8
19316694,73,0,6,80,0,6
19317494,17,0,8,54,0,8
19321392,4,0,9,8,0,9
19322642,19,0,8,7,0,9
19326598,94,0,6,86,0,6
19327384,13,0,8,72,0,6
19329078,14,0,8,21,0,8
19331512,4,0,9,3,0,9
19333492,31,0,8,17,0,8
19333774,5,0,9,5,0,9
19333820,16,0,8,14,0,8
19347684,45,0,8,32,0,8
19348336,NULL,NULL,NULL,4,0,9
19353794,19,18,5,6,10,7
19355724,33,0,8,68,0,6
19356968,6,0,9,8,0,9
19357056,70,0,6,85,0,6
19358722,29,5,8,13,3,8
19360278,4,0,9,29,0,8
19360474,55,0,8,40,10,5
19363140,31,40,5,14,33,5
19363916,24,0,8,49,0,8
19364120,55,0,8,53,0,8
19365210,6,0,9,17,0,8
19367366,40,0,8,37,0,8
19367886,5,0,9,2,0,9
19367938,13,0,8,5,0,9
19370326,5,0,9,23,0,8
19371988,68,0,6,39,0,8
19373250,22,0,8,20,0,8
19374070,21,0,8,43,0,8
19374080,86,0,6,43,0,8
19374592,5,0,9,2,0,9
19379140,20,0,8,35,0,8
19381272,5,0,9,3,0,9
19382030,64,0,6,80,28,3
19382358,15,0,8,25,0,8
19384290,10,0,8,18,3,8
19384976,5,0,9,2,0,9
19386622,20,0,8,54,0,8
19387266,28,0,8,13,0,8
19391880,90,0,6,90,0,6
19394864,49,0,8,42,0,8
19395378,9,0,9,39,0,8
19395608,5,0,9,3,0,9
19396236,65,0,6,60,0,6
19397300,NULL,NULL,NULL,26,0,8
19398188,53,0,8,23,0,8
19398774,13,0,8,32,0,8
19398900,53,0,8,21,0,8
19400032,9,0,9,3,0,9
19400082,4,0,9,5,0,9
19403670,30,0,8,31,0,8
19406110,11,0,8,29,0,8
19410292,7,0,9,45,0,8
19413194,49,0,8,33,0,8
19413582,40,0,8,36,0,8
19416960,9,0,9,7,0,9
19417060,9,0,9,3,0,9
19417200,52,0,8,78,0,6
19418226,9,0,9,3,0,9
19419702,58,0,8,51,0,8
19420078,29,0,8,39,0,8
19423894,56,0,8,40,0,8
19424326,44,0,8,31,0,8
19432904,15,0,8,9,3,9
19434286,5,0,9,2,0,9
19441450,13,0,8,17,0,8
19441910,13,0,8,22,0,8
19441976,18,0,8,5,0,9
19442194,57,0,8,45,0,8
19448816,7,0,9,2,0,9
19451396,47,0,8,16,0,8
19451614,44,0,8,63,19,3
19454852,4,0,9,9,0,9
19455634,5,0,9,2,0,9
19458098,17,0,8,12,0,8
19458384,NULL,NULL,NULL,10,0,8
19460708,35,0,8,47,0,8
19463196,61,0,6,50,0,8
19464190,36,0,8,48,0,8
19464274,24,0,8,9,0,9
19466050,28,0,8,34,0,8
19466058,19,0,8,37,0,8
19466146,39,0,8,55,0,8
19466708,5,0,9,4,0,9
19473036,16,0,8,24,0,8
19476098,40,0,8,61,0,6
19477094,53,0,8,24,0,8
19480348,46,0,8,30,5,8
19481048,NULL,NULL,NULL,34,0,8
19483344,4,0,9,10,0,8
19484340,59,0,8,66,0,6
19484596,64,0,6,77,3,6
19489034,8,0,9,7,0,9
19489200,49,0,8,54,0,8
19492578,77,0,6,56,0,8
19493834,16,0,8,7,0,9
19495822,54,0,8,26,5,8
19497938,70,0,6,36,0,8
19498038,4,0,9,2,0,9
19504910,11,0,8,12,0,8
19505410,9,0,9,11,0,8
19506162,NULL,NULL,NULL,4,0,9
19507624,13,0,8,9,0,9
19509282,59,0,8,61,0,6
19510066,5,0,9,12,0,8
19513438,16,5,8,5,3,9
19517040,37,0,8,37,0,8
19518320,62,13,3,20,12,5
19518574,44,0,8,57,0,8
19519588,4,0,9,10,0,8
19519642,5,0,9,2,0,9
19523476,8,0,9,18,0,8
19523722,29,0,8,14,0,8
19525702,NULL,NULL,NULL,2,0,9
19526152,76,0,6,36,0,8
19526652,55,0,8,29,0,8
19527988,5,0,9,5,0,9
19530612,21,0,8,51,0,8
19531138,39,0,8,31,0,8
19532434,13,0,8,8,0,9
19533080,60,5,6,35,3,8
19539744,63,0,6,71,0,6
19540826,19,0,8,20,0,8
19545512,28,0,8,26,0,8
19546958,50,0,8,49,0,8
19548044,5,0,9,5,0,9
19549356,26,0,8,13,0,8
19549398,35,0,8,41,0,8
19551256,4,0,9,4,0,9
19556176,5,0,9,18,0,8
19557076,19,0,8,49,0,8
19557114,23,0,8,38,0,8
19558388,NULL,NULL,NULL,9,0,9
19559040,9,0,9,39,0,8
19560914,76,0,6,65,0,6
19561026,42,0,8,52,0,8
19561346,46,0,8,34,0,8
19565214,6,0,9,4,0,9
19566860,15,0,8,5,0,9
19569112,12,0,8,18,0,8
19569966,4,0,9,4,0,9
19571290,43,0,8,44,0,8
19572154,6,0,9,36,0,8
19572368,9,0,9,27,0,8
19583172,42,0,8,25,0,8
19583652,4,0,9,2,0,9
19586050,7,0,9,11,0,8
19588572,61,0,6,40,0,8
19590660,72,0,6,76,0,6
19591032,65,0,6,83,0,6
19592106,4,0,9,15,0,8
19592848,35,0,8,72,16,3
19595104,4,0,9,7,0,9
19598114,NULL,NULL,NULL,9,0,9
19598174,12,0,8,4,0,9
19599356,18,0,8,28,0,8
19600386,28,0,8,44,0,8
19602104,10,0,8,6,0,9
19603116,10,0,8,10,0,8
19607900,9,0,9,3,0,9
19611886,4,0,9,15,0,8
19611960,NULL,NULL,NULL,3,0,9
19612344,17,0,8,17,0,8
19612350,10,0,8,51,0,8
19612560,23,0,8,9,0,9
19613114,37,0,8,23,0,8
19613774,5,0,9,10,0,8
19614718,57,0,8,59,0,8
19615754,NULL,NULL,NULL,11,0,8
19618486,9,0,9,21,0,8
19619736,11,0,8,4,0,9
19621626,4,0,9,2,0,9
19623136,26,0,8,17,0,8
19624772,33,0,8,17,0,8
19625328,4,0,9,8,0,9
19626798,5,0,9,2,0,9
19627074,27,0,8,38,0,8
19627698,13,0,8,20,0,8
19629000,43,0,8,54,0,8
19629154,20,5,8,51,10,5
19630728,9,0,9,4,0,9
19637744,16,0,8,15,0,8
19639334,10,0,8,40,0,8
19644544,20,0,8,28,0,8
19644586,14,0,8,20,7,8
19644656,9,0,9,23,0,8
19647050,NULL,NULL,NULL,5,0,9
19653408,5,0,9,3,0,9
19653526,6,0,9,12,0,8
19654500,15,0,8,39,0,8
19657606,44,0,8,73,0,6
19658074,5,0,9,3,0,9
19659502,94,0,6,90,0,6
19664876,85,0,6,78,17,3
19665150,NULL,NULL,NULL,2,0,9
19667074,14,0,8,9,0,9
19670334,14,0,8,27,0,8
19670562,16,0,8,11,0,8
19670676,20,0,8,31,0,8
19673292,50,0,8,76,0,6
19680138,25,0,8,31,0,8
19680232,12,0,8,22,0,8
19682806,10,0,8,7,0,9
19683058,NULL,NULL,NULL,3,0,9
19683976,35,0,8,54,0,8
19685398,69,0,6,66,0,6
19693116,5,0,9,4,0,9
19693746,60,0,6,29,3,8
19695948,45,0,8,21,0,8
19696352,8,0,9,13,0,8
19697132,4,0,9,21,0,8
19698976,4,0,9,2,0,9
19702236,5,0,9,5,0,9
19706434,31,0,8,71,0,6
19707244,4,0,9,13,0,8
19709354,14,0,8,32,0,8
19709412,41,0,8,52,0,8
19709574,4,0,9,8,0,9
19709902,47,0,8,76,0,6
19710372,NULL,NULL,NULL,3,0,9
19712066,68,0,6,66,0,6
19715154,71,24,3,85,26,3
19715622,5,0,9,2,0,9
19719288,5,0,9,5,0,9
19722514,9,0,9,19,0,8
19726822,11,0,8,7,0,9
19727492,53,0,8,37,3,8
19727740,9,0,9,17,0,8
19728134,5,0,9,7,0,9
19728684,72,0,6,84,25,3
19729466,52,21,5,53,19,5
19733350,8,0,9,20,0,8
19733818,6,0,9,15,0,8
19734608,9,0,9,4,0,9
19734652,54,0,8,63,0,6
19738916,16,0,8,50,0,8
19739230,40,0,8,40,0,8
19739630,63,0,6,53,5,8
19739736,66,0,6,73,0,6
19740154,23,0,8,17,10,5
19740592,68,0,6,65,0,6
19743994,NULL,NULL,NULL,2,0,9
19744654,16,0,8,37,16,5
19745048,79,0,6,69,0,6
19745312,4,0,9,2,0,9
19745324,40,0,8,37,0,8
19747062,5,0,9,12,0,8
19747658,46,0,8,49,0,8
19750916,9,0,9,4,0,9
19751196,NULL,NULL,NULL,2,0,9
19751276,65,0,6,60,0,6
19752846,87,0,6,95,0,6
19754268,10,0,8,3,0,9
19757646,4,0,9,2,0,9
19758786,5,0,9,16,0,8
19758942,11,0,8,21,0,8
19760158,15,0,8,12,0,8
19761578,61,0,6,69,0,6
19762220,4,0,9,11,0,8
19763772,32,0,8,38,0,8
19769990,58,0,8,56,0,8
19775140,4,0,9,10,5,8
19776836,66,0,6,75,0,6
19777432,14,0,8,25,0,8
19780786,36,0,8,26,0,8
19781506,96,0,6,52,0,8
19783294,5,0,9,2,0,9
19783888,65,12,3,36,12,5
19784854,40,0,8,10,0,8
19785884,31,0,8,80,0,6
19787908,30,37,5,23,50,5
19791686,4,0,9,16,0,8
19792506,4,0,9,7,0,9
19793816,30,0,8,26,0,8
19795886,64,0,6,48,0,8
19796120,5,0,9,7,0,9
19797318,62,0,6,40,0,8
19797850,17,0,8,33,0,8
19799012,5,0,9,2,0,9
19802316,31,0,8,38,0,8
19802522,83,0,6,79,0,6
19803614,35,0,8,28,0,8
19804132,10,0,8,3,0,9
19805920,15,0,8,15,0,8
19807722,70,0,6,75,0,6
19813294,10,0,8,19,0,8
19814322,60,0,6,66,0,6
19815264,9,0,9,12,0,8
19816760,26,0,8,31,0,8
19816840,4,0,9,4,0,9
19818916,19,0,8,9,0,9
19820176,NULL,NULL,NULL,2,0,9
19822280,NULL,NULL,NULL,5,0,9
19824202,67,0,6,60,0,6
19824346,92,0,6,94,0,6
19826232,6,0,9,8,0,9
19826552,4,0,9,22,0,8
19827804,5,0,9,19,0,8
19828026,9,0,9,8,3,9
19829984,91,0,6,74,0,6
19831804,31,0,8,29,0,8
19832490,63,0,6,24,0,8
19832912,17,0,8,20,0,8
19833698,30,0,8,17,0,8
19837568,9,0,9,13,0,8
19839786,4,0,9,4,0,9
19839898,80,0,6,51,0,8
19843148,42,0,8,60,16,3
19844118,87,30,3,82,27,3
19850814,NULL,NULL,NULL,15,0,8
19854258,14,0,8,6,0,9
19857514,90,0,6,95,0,6
19857624,9,0,9,9,0,9
19858590,68,9,6,57,34,5
19862418,24,0,8,45,0,8
19863622,24,0,8,44,0,8
19864698,9,0,9,34,0,8
19867254,NULL,NULL,NULL,5,0,9
19869632,4,0,9,9,3,9
19870578,5,0,9,2,0,9
19870624,NULL,NULL,NULL,4,0,9
19871000,7,0,9,48,0,8
19871010,58,0,8,45,0,8
19871924,5,0,9,2,0,9
19872076,20,0,8,21,0,8
19872842,6,0,9,2,0,9
19874120,54,0,8,39,0,8
19874276,NULL,NULL,NULL,10,0,8
19877364,4,0,9,3,0,9
19877814,24,0,8,10,0,8
19880136,58,0,8,56,0,8
19882344,43,0,8,24,0,8
19882784,71,0,6,71,0,6
19883496,58,0,8,51,0,8
19885818,15,0,8,22,0,8
19888368,4,0,9,4,0,9
19891490,5,0,9,5,0,9
19894468,19,0,8,18,0,8
19897940,10,0,8,26,0,8
19904434,45,0,8,39,0,8
19905190,62,0,6,70,0,6
19905346,66,0,6,82,0,6
19905430,32,0,8,53,0,8
19906520,13,0,8,6,0,9
19908034,31,0,8,28,0,8
19910924,5,0,9,12,0,8
19912728,9,0,9,10,0,8
19913242,4,0,9,3,0,9
19914814,NULL,NULL,NULL,8,0,9
19917164,5,0,9,4,0,9
19917248,31,0,8,39,0,8
19917974,20,0,8,48,0,8
19918128,89,0,6,84,0,6
19919970,4,0,9,27,0,8
19920312,10,0,8,12,0,8
19921454,57,0,8,43,3,8
19922682,4,0,9,8,0,9
19923034,19,0,8,5,0,9
19923174,9,0,9,6,0,9
19923860,12,0,8,6,0,9
19925828,77,18,3,47,12,5
19928002,38,0,8,20,0,8
19930018,4,0,9,45,0,8
19932492,20,5,8,16,3,8
19932638,5,0,9,6,0,9
19934588,4,0,9,7,0,9
19935500,90,0,6,88,0,6
19938980,5,0,9,10,0,8
19939160,88,0,6,73,0,6
19941068,10,0,8,39,0,8
19942598,6,0,9,11,0,8
19948146,8,0,9,14,0,8
19948784,15,0,8,9,0,9
19951042,9,0,9,14,0,8
19956514,27,0,8,40,0,8
19957834,18,0,8,12,0,8
19958752,24,0,8,42,3,8
19958982,75,0,6,70,0,6
19960872,6,0,9,2,0,9
19961292,4,0,9,22,0,8
19961540,NULL,NULL,NULL,13,0,8
19962060,6,0,9,12,0,8
19962422,7,0,9,7,0,9
19962860,93,0,6,91,0,6
19965230,57,0,8,36,32,5
19965334,40,0,8,28,0,8
19969520,40,0,8,44,0,8
19974470,5,0,9,7,0,9
19975412,64,0,6,38,0,8
19975470,20,0,8,6,0,9
19976588,11,0,8,50,0,8
19978040,58,0,8,36,5,8
19978836,52,24,5,55,14,5
19980084,NULL,NULL,NULL,4,0,9
19980240,14,0,8,26,0,8
19982070,83,0,6,77,3,6
19982858,51,0,8,44,0,8
19984222,4,0,9,11,0,8
19984394,27,0,8,66,0,6
19985054,36,0,8,48,0,8
19987538,41,0,8,54,0,8
19988024,46,0,8,53,0,8
19988502,14,0,8,22,0,8
19988698,5,0,9,34,0,8
19990618,73,0,6,93,0,6
